row_number,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
3843,15717185,Udinese,711,France,Male,28,8.0,0,2,1,1,64286,0
3844,15677804,Aliyeva,783,Spain,Male,38,1.0,0,3,1,1,80178,1
3845,15568915,Bailey,681,France,Male,38,6.0,153722,1,1,0,101319,0
3846,15736495,Jackson,712,France,Male,34,8.0,114088,1,1,0,92794,0
3847,15737354,Yin,554,France,Female,48,7.0,0,2,1,1,63708,0
3848,15667889,Akobundu,611,France,Female,37,6.0,0,2,1,0,110782,0
3849,15577831,Byrne,560,Germany,Male,41,4.0,152532,1,0,0,10779,0
3850,15729836,Robinson,646,Spain,Male,32,1.0,0,2,1,0,183289,0
3851,15775293,Stephenson,680,France,Male,34,3.0,143292,1,1,0,66526,0
3852,15697597,Chiemenam,631,France,Male,26,1.0,149144,1,0,1,123697,0
3853,15639669,Forbes,746,France,Male,36,9.0,127157,1,1,1,155700,0
3854,15631392,Douglas,654,Germany,Male,43,9.0,84673,2,0,1,82081,0
3855,15580935,Okechukwu,687,Germany,Male,33,1.0,135962,2,1,0,121747,0
3856,15590344,Russell,708,Germany,Male,32,3.0,151691,2,1,1,172810,0
3857,15653306,Ermakova,679,Germany,Female,32,1.0,88335,1,0,0,159584,0
3858,15805025,Oster,636,France,Female,45,7.0,139859,1,1,1,108402,0
3859,15658449,Chizoba,695,France,Male,45,9.0,43134,1,0,1,77330,0
3860,15694450,Bianchi,677,France,Male,42,5.0,99580,1,1,0,21007,0
3861,15605666,Peyser,720,France,Female,34,6.0,110717,1,1,1,9398,0
3862,15615126,Cocci,780,France,Female,37,3.0,0,2,0,0,182156,1
3863,15726588,Seleznev,653,Spain,Female,36,3.0,0,2,0,0,110525,0
3864,15645095,Huang,674,France,Female,28,3.0,0,1,1,0,51536,0
3865,15808960,Alleyne,620,Germany,Male,40,5.0,108197,2,1,0,49722,0
3866,15729435,McKenzie,623,France,Male,40,6.0,0,2,1,1,66119,0
3867,15656840,Zikoranachukwudimma,547,France,Female,29,6.0,104450,1,1,1,37160,0
3868,15659149,King,530,France,Male,39,2.0,0,2,1,0,197923,0
3869,15585490,Nkemdilim,746,France,Female,34,4.0,0,1,0,1,65166,0
3870,15674929,Anderson,512,France,Female,31,7.0,0,2,0,0,49326,0
3871,15746341,Ejikemeifeuwa,630,France,Male,40,1.0,0,2,1,1,42495,0
3872,15662091,Adams,570,Spain,Male,21,7.0,116099,1,1,1,148087,0
3873,15620123,Christie,605,France,Male,39,6.0,111169,1,0,0,9641,0
3874,15616240,Yeh,530,Spain,Male,37,4.0,0,2,1,1,164844,0
3875,15624186,McGregor,813,Germany,Female,25,5.0,123616,1,0,1,132959,0
3876,15605036,Pisano,704,Spain,Female,37,9.0,155619,1,1,1,135088,0
3877,15805151,Ginikanwa,565,Germany,Male,31,2.0,89558,2,1,1,4441,0
3878,15753847,Hawkins,645,Spain,Male,45,4.0,0,1,0,1,174916,1
3879,15653222,Otutodilichukwu,526,Germany,Female,32,6.0,131938,2,1,1,1795,0
3880,15757541,Rickard,778,France,Female,33,9.0,151772,2,0,0,180249,1
3881,15726945,Andreev,677,France,Female,72,8.0,0,2,1,1,153604,0
3882,15794276,Steele,588,France,Female,64,3.0,0,1,1,1,189703,0
3883,15568328,Black,488,France,Female,22,6.0,0,2,1,1,66393,0
3884,15604355,Shand,519,France,Male,39,1.0,97700,1,1,1,30709,0
3885,15735788,Chiagoziem,709,France,Male,31,6.0,0,2,1,1,71009,0
3886,15618255,Fedorov,642,Germany,Female,56,6.0,103244,2,1,0,143049,1
3887,15720941,Tien,710,Germany,Male,34,8.0,147833,2,0,1,1561,0
3888,15769110,Stehle,653,France,Female,46,5.0,0,2,1,0,49707,0
3889,15576094,Sung,743,France,Male,71,0.0,0,2,0,1,29837,0
3890,15756150,Alexander,418,France,Female,39,2.0,0,2,0,0,9041,0
3891,15719579,McIntosh,670,Germany,Female,33,9.0,84521,2,0,1,198017,0
3892,15748854,Sung,723,Germany,Female,28,5.0,91938,1,1,0,143481,0
3893,15612455,Yao,549,Germany,Male,45,6.0,124240,1,1,1,146372,0
3894,15664802,Chinweuba,543,France,Female,42,5.0,0,2,0,0,101905,0
3895,15735687,Chinweuba,595,Spain,Male,37,2.0,157084,1,1,0,134767,0
3896,15664734,T'ao,673,Germany,Female,25,3.0,108244,2,1,1,103573,0
3897,15767894,Ch'ien,741,France,Female,21,9.0,0,2,0,1,139259,0
3898,15666884,Su,508,Germany,Female,41,5.0,82161,2,1,0,187776,0
3899,15750156,Yu,662,Germany,Male,59,2.0,104568,1,1,0,8059,1
3900,15751120,Loyau,752,France,Female,36,2.0,119912,1,1,0,124354,0
3901,15575748,Conti,809,France,Male,36,9.0,68881,2,0,1,109135,0
3902,15714610,Alexeeva,575,Spain,Male,30,2.0,0,2,1,1,82222,0
3903,15720305,Power,591,Spain,Female,40,1.0,86376,1,0,1,136767,1
3904,15678129,Hill,643,Spain,Female,45,9.0,150840,2,1,0,155516,0
3905,15566633,Freeman,698,Germany,Male,55,8.0,155059,2,1,1,144584,0
3906,15680436,Hsing,496,France,Female,29,1.0,0,2,1,0,164806,0
3907,15674343,Esposito,597,France,Male,44,8.0,78128,2,0,1,109153,0
3908,15658890,Belonwu,603,Germany,Male,46,4.0,98899,2,1,1,86190,0
3909,15599004,Tsao,655,Spain,Male,37,1.0,0,1,1,1,106040,0
3910,15726487,P'eng,431,France,Male,63,6.0,160982,1,1,1,168008,0
3911,15698716,Baker,620,France,Female,70,3.0,87926,2,1,0,33350,1
3912,15710527,Matthews,782,France,Female,35,4.0,0,1,1,1,119565,0
3913,15655590,Garcia,581,Spain,Male,46,2.0,79385,2,0,0,188492,0
3914,15732266,Field,553,Germany,Male,53,1.0,127997,1,1,0,165378,1
3915,15669326,Gordon,658,France,Male,44,2.0,168396,1,1,1,14178,0
3916,15672246,Jefferies,686,Germany,Male,43,2.0,134896,1,1,1,97847,0
3917,15620276,Palermo,539,Spain,Male,36,1.0,0,3,1,1,118959,0
3918,15640258,Chou,685,France,Female,50,6.0,94238,2,1,1,50664,1
3919,15740283,Ewing,850,France,Male,29,1.0,0,2,0,0,152996,0
3920,15759717,Mazzi,763,Spain,Female,39,7.0,0,2,1,0,19458,0
3921,15620268,Thomson,634,Germany,Male,43,3.0,212696,1,1,0,115268,0
3922,15743871,Nkemdirim,567,France,Male,59,3.0,0,2,1,0,25843,1
3923,15614491,Lockyer,539,France,Male,39,3.0,139153,2,1,0,147662,0
3924,15595047,Murray,764,France,Male,41,7.0,0,2,0,0,134878,0
3925,15732334,Black,653,France,Female,40,0.0,0,2,1,0,35795,0
3926,15701206,Torreggiani,566,Spain,Male,44,5.0,0,2,1,0,66462,0
3927,15581280,Atkinson,714,Germany,Male,29,6.0,92887,1,1,1,69578,0
3928,15651943,Richards,580,Spain,Female,65,1.0,0,2,0,1,103182,0
3929,15609545,Azubuike,548,France,Male,29,5.0,83442,1,0,1,177017,0
3930,15658548,Ignatiev,646,Germany,Female,36,6.0,144773,2,1,0,53217,0
3931,15626008,Miller,622,Germany,Female,52,9.0,111973,1,1,1,162756,1
3932,15774133,Cox,706,France,Female,35,8.0,178032,1,0,1,42181,0
3933,15763798,McMillan,680,France,Male,23,5.0,140007,1,0,1,31714,0
3934,15758013,Napolitano,698,France,Male,37,5.0,98400,2,0,0,25017,0
3935,15705765,Lane,581,Spain,Female,46,1.0,0,2,1,0,104272,0
3936,15648362,Kennedy,728,Germany,Male,45,3.0,108924,2,1,0,84300,1
3937,15761102,T'ao,707,Spain,Female,32,4.0,132835,1,0,0,136877,0
3938,15610165,Hsiung,761,France,Female,26,1.0,0,2,1,1,199409,0
3939,15723717,Heath,483,Germany,Male,41,1.0,118334,1,0,0,163147,1
3940,15654611,Parry,736,Germany,Female,25,9.0,81732,2,1,0,136497,0
3941,15659736,Herbert,716,Germany,Male,66,1.0,121411,1,0,0,10070,1
3942,15603170,Kang,654,France,Male,32,9.0,121455,1,1,0,190068,1
3943,15786167,Andreyeva,649,Spain,Male,20,1.0,0,2,1,1,58309,0
3944,15671915,Bowen,649,France,Male,46,5.0,0,2,1,1,76946,0
3945,15794792,Golubev,612,France,Female,31,8.0,117989,1,1,1,54129,0
3946,15652789,Hancock,657,Spain,Male,40,10.0,0,2,1,1,52990,0
3947,15739168,Fowler,511,France,Female,31,5.0,137411,1,0,1,161854,0
3948,15719950,Sutherland,682,France,Male,61,10.0,73688,1,1,1,172141,0
3949,15743818,Rowley,748,Spain,Male,58,9.0,122330,2,0,1,124429,0
3950,15717937,Gibbons,554,Germany,Male,43,5.0,99906,1,0,0,24983,0
3951,15602841,Lockett,794,Spain,Female,28,5.0,0,2,0,1,86699,0
3952,15619972,Akabueze,807,France,Female,47,9.0,167664,1,0,0,125440,1
3953,15796114,Phelps,594,France,Female,34,7.0,141525,1,0,0,9443,0
3954,15633546,Frederick,652,Spain,Female,33,3.0,124832,1,1,0,195877,0
3955,15758755,Beneventi,729,France,Female,34,9.0,132121,1,0,1,105409,0
3956,15695168,Bruce,625,France,Male,39,2.0,0,2,1,0,100403,0
3957,15754342,Green,597,Germany,Female,60,0.0,78539,1,0,1,48502,0
3958,15756610,Carlson,657,Germany,Female,38,5.0,123770,1,0,0,47019,1
3959,15640917,Tang,633,France,Male,43,5.0,0,2,1,1,48249,0
3960,15663164,Yudin,663,Germany,Male,49,7.0,116150,3,1,1,84358,1
3961,15616811,MacDonald,535,France,Male,47,1.0,160729,1,0,1,145986,0
3962,15610781,Watt,702,France,Female,29,10.0,88378,1,1,0,88550,0
3963,15600911,Mbadiwe,712,France,Male,33,2.0,182888,1,1,0,3061,0
3964,15629603,Chuang,607,France,Male,31,1.0,0,2,1,1,43196,0
3965,15714981,Sabbatini,476,France,Male,37,4.0,0,1,1,1,55775,1
3966,15775892,Caldwell,748,Spain,Female,23,8.0,85600,1,0,0,134077,0
3967,15782778,Ewers,815,France,Male,35,4.0,0,2,0,1,198490,0
3968,15786643,Tsao,602,France,Male,32,10.0,0,2,1,1,116052,0
3969,15595657,Hannam,649,Germany,Male,40,4.0,95001,1,0,1,123202,0
3970,15743673,Wood,551,Spain,Male,27,2.0,113873,1,1,1,85129,1
3971,15634310,Ko,509,France,Male,30,6.0,0,2,1,0,180598,0
3972,15790809,Lo Duca,685,Spain,Male,40,1.0,74896,1,1,0,198694,0
3973,15668695,Endrizzi,536,France,Female,22,5.0,89492,1,0,0,42934,0
3974,15669281,Ch'iu,711,Spain,Male,38,3.0,128718,1,0,0,114793,0
3975,15621031,Mofflin,761,Spain,Male,27,8.0,0,2,1,0,63297,0
3976,15720071,Fiorentini,535,France,Female,49,3.0,0,1,0,0,61820,1
3977,15792180,Chiekwugo,566,Germany,Male,22,7.0,144954,2,1,0,102246,0
3978,15813894,Bogle,620,Spain,Male,21,9.0,0,2,0,0,154882,0
3979,15669490,Ifeanacho,837,Germany,Male,37,6.0,94001,2,1,0,140723,0
3980,15783030,Owens,685,France,Female,40,7.0,0,1,1,0,72852,1
3981,15695792,Ch'ien,673,France,Male,65,0.0,0,1,1,1,85733,0
3982,15575676,Chung,638,France,Male,24,1.0,0,2,0,1,162597,0
3983,15627665,Sung,614,France,Male,46,1.0,0,1,1,0,74379,1
3984,15814092,Wang,626,France,Female,44,2.0,0,1,0,1,173117,1
3985,15695225,Sun,834,Spain,Male,38,8.0,0,2,1,1,66485,0
3986,15615091,Maitland,691,France,Male,24,6.0,0,2,1,1,92811,0
3987,15794345,Ma,706,Spain,Male,38,8.0,0,2,0,1,46635,0
3988,15726484,Pollard,633,France,Male,37,1.0,141546,1,1,1,124830,0
3989,15650442,Hsieh,644,Germany,Female,32,8.0,141528,1,1,1,167087,1
3990,15714256,Gerasimov,666,France,Male,30,7.0,109805,1,0,1,163625,0
3991,15778752,Johnson,708,France,Male,32,10.0,86614,2,1,1,172129,0
3992,15601659,Fiorentino,496,Germany,Female,59,7.0,91680,2,1,0,163141,1
3993,15602811,Chioke,730,Germany,Male,38,1.0,38848,2,0,0,94003,0
3994,15779414,Rossi,696,Spain,Male,40,3.0,153639,1,1,1,138351,0
3995,15763097,Siciliano,809,Spain,Male,80,8.0,0,2,0,1,34164,0
3996,15633666,Efremov,701,Spain,Female,33,7.0,123870,1,1,0,97794,0
3997,15718789,Brigstocke,604,France,Male,30,5.0,0,2,1,0,75786,0
3998,15690620,Olisaemeka,665,France,Male,39,10.0,46323,1,1,0,136812,0
3999,15737071,Tang,639,France,Female,60,5.0,162039,1,1,1,84361,1
4000,15665062,Lucchese,696,France,Male,19,1.0,110928,1,1,1,2766,0
4001,15600692,West,520,France,Male,38,5.0,0,2,1,0,163185,0
4002,15792064,Pai,545,Germany,Male,53,5.0,114421,1,1,0,180598,1
4003,15811486,Tang,634,Germany,Female,29,1.0,130036,2,0,1,69849,0
4004,15626141,Fedorov,750,France,Female,26,1.0,151510,2,1,1,19921,0
4005,15738546,Gboliwe,530,Spain,Female,41,4.0,0,2,0,1,147606,0
4006,15677052,Ko,589,France,Female,59,2.0,0,2,1,1,126160,1
4007,15656454,Le Gallienne,654,France,Male,37,6.0,83568,1,1,0,47046,0
4008,15645496,Seleznyova,648,France,Female,43,7.0,139972,1,1,0,143668,0
4009,15612505,Joseph,835,Spain,Male,45,1.0,100212,1,1,0,152577,0
4010,15708513,Bevan,446,France,Female,39,1.0,90217,1,1,0,191350,0
4011,15685654,Allan,514,Spain,Male,66,9.0,0,2,1,1,14234,0
4012,15732307,Lavrentiev,694,Germany,Male,33,4.0,124067,1,1,1,77906,0
4013,15726814,Walton,554,Spain,Male,46,4.0,0,2,0,1,57320,0
4014,15653776,Salier,720,Germany,Female,57,1.0,162082,4,0,0,27145,1
4015,15597914,Evdokimov,641,Germany,Female,51,2.0,117306,4,1,1,26912,1
4016,15631603,Ponomaryova,813,France,Male,32,1.0,122889,1,1,1,26476,0
4017,15789753,Millar,480,France,Male,40,6.0,148790,1,0,1,79329,0
4018,15678034,Grosse,811,France,Male,46,9.0,180226,1,1,0,13464,1
4019,15690209,Hsiao,715,Germany,Female,32,3.0,104857,2,1,0,114149,0
4020,15592091,Belbin,620,Spain,Male,31,2.0,166833,2,1,1,135171,0
4021,15647453,Ifeajuna,721,France,Male,42,4.0,102936,1,0,0,1187,0
4022,15697100,Wright,772,Germany,Female,48,6.0,108736,1,1,0,184564,1
4023,15811290,Komarova,680,Germany,Male,44,0.0,129974,2,1,1,33391,0
4024,15629187,Titheradge,535,France,Male,38,8.0,85982,1,1,0,9238,0
4025,15758073,Dellucci,655,France,Female,20,7.0,134397,1,0,0,28029,0
4026,15640769,Hobbs,660,France,Male,63,8.0,137841,1,1,1,42790,0
4027,15606641,Beggs,762,Germany,Male,56,10.0,100260,3,1,1,77142,1
4028,15718280,Luffman,662,Germany,Male,39,5.0,139822,2,1,1,146219,0
4029,15764335,Caldwell,463,Germany,Female,41,8.0,123151,2,1,0,70127,0
4030,15634218,Mancini,501,Germany,Male,27,4.0,95331,2,1,0,132104,0
4031,15808760,Evseev,603,Spain,Female,42,6.0,0,1,1,1,90437,0
4032,15648461,Hs?eh,688,Spain,Male,37,7.0,138162,2,1,1,113926,0
4033,15593555,Chinedum,430,France,Male,38,9.0,0,2,1,1,12050,0
4034,15569079,Hagins,632,Germany,Male,48,6.0,126066,1,1,0,64345,1
4035,15800736,Kirwan,601,Spain,Female,42,4.0,96763,1,1,1,199242,0
4036,15792607,Little,769,France,Female,38,2.0,0,2,0,0,75578,0
4037,15640034,Milligan,551,France,Male,42,1.0,139561,1,1,0,43435,1
4038,15807563,Ch'iu,841,France,Female,52,1.0,0,1,0,0,183239,1
4039,15684461,McKay,469,Spain,Female,31,6.0,0,1,1,0,146213,1
4040,15580134,Crawford,479,Spain,Male,27,2.0,172463,1,1,1,40315,0
4041,15679075,Onyemere,701,France,Male,37,8.0,107798,1,1,0,16966,0
4042,15742504,Azuka,593,France,Male,36,2.0,70181,2,1,0,80608,0
4043,15567328,Ch'en,738,Spain,Male,38,5.0,177997,1,0,1,19233,0
4044,15698294,Royster,635,Spain,Male,31,1.0,0,2,1,0,135382,0
4045,15607142,Parkin,658,France,Male,32,8.0,0,1,1,1,80410,0
4046,15738516,Kozlova,687,Spain,Female,36,5.0,0,1,1,0,17696,0
4047,15806403,Hu,650,France,Male,37,9.0,0,2,1,0,17974,0
4048,15656707,Ma,720,Spain,Male,21,2.0,123200,1,1,1,180712,0
4049,15653715,Coates,602,France,Female,63,7.0,0,2,1,1,56323,0
4050,15806184,Burns,618,Spain,Male,33,4.0,0,2,1,1,77550,0
4051,15585734,Gouger,803,Germany,Male,41,9.0,137742,2,1,1,166957,0
4052,15725639,Ignatyev,793,France,Female,63,9.0,116270,1,1,1,184243,0
4053,15618401,Douglas,616,Germany,Male,41,10.0,113220,2,1,1,114072,0
4054,15785385,Fiorentino,550,Spain,Male,51,5.0,0,2,1,0,153917,0
4055,15734762,Ignatiev,602,France,Female,56,3.0,115895,3,1,0,4176,1
4056,15767129,Munz,452,France,Female,60,6.0,121730,1,1,1,142963,0
4057,15797204,Paling,655,Spain,Female,28,3.0,113811,2,0,1,76844,0
4058,15769272,Clark,510,France,Female,26,6.0,136214,1,0,0,159742,0
4059,15771966,Akobundu,557,France,Male,39,8.0,146200,1,1,0,177944,0
4060,15691952,Fanucci,676,France,Male,37,10.0,106242,1,1,1,166678,0
4061,15593250,Hsiao,640,France,Female,29,4.0,0,2,1,0,44904,0
4062,15605333,Clancy,529,Spain,Male,31,6.0,0,1,1,0,10625,0
4063,15800083,Macdonald,559,France,Male,45,8.0,24043,1,0,1,169781,1
4064,15575691,Palerma,689,France,Female,58,5.0,0,2,0,1,49848,0
4065,15689886,Holden,626,Germany,Male,39,10.0,132287,3,1,1,51467,1
4066,15809838,Moore,697,Spain,Male,30,1.0,0,2,0,0,735,0
4067,15736154,Gallo,823,France,Female,44,1.0,0,2,0,1,182495,0
4068,15767391,Otutodilinna,565,Germany,Female,32,4.0,90322,2,0,1,118740,0
4069,15704910,Rios,631,Spain,Male,23,3.0,0,2,1,0,13813,0
4070,15656613,McGregor,646,France,Female,34,3.0,131283,1,0,0,130500,0
4071,15611551,Hill,676,Spain,Male,48,1.0,131659,2,0,1,14152,0
4072,15732430,H?,850,Spain,Female,54,4.0,120952,1,1,0,66963,0
4073,15741865,Ferrari,810,France,Female,38,1.0,153166,1,1,1,93261,0
4074,15634143,Onyemauchechi,581,Spain,Male,30,1.0,53291,1,0,0,196582,0
4075,15609676,Nkemakonam,718,France,Female,35,2.0,167924,1,1,0,43024,0
4076,15761600,White,713,France,Male,43,5.0,86394,1,1,1,130001,0
4077,15676404,Kirillov,672,France,Female,50,1.0,0,1,1,0,12106,1
4078,15659236,Iadanza,781,Spain,Male,33,3.0,0,2,1,1,42556,0
4079,15690440,Stiles,656,Spain,Male,47,1.0,0,2,1,1,197961,0
4080,15694601,Ankudinov,583,France,Female,31,1.0,158978,1,1,0,12538,0
4081,15812262,Gaffney,808,Germany,Female,37,1.0,100431,1,1,0,35140,1
4082,15762821,Udinese,721,Spain,Male,33,5.0,0,2,0,1,117626,0
4083,15669301,Romani,778,Germany,Female,29,6.0,150358,1,1,0,62454,1
4084,15672640,Kambinachi,850,Spain,Female,45,4.0,114347,2,1,1,109089,0
4085,15750458,Hawkins,693,France,Female,39,4.0,0,2,0,1,142331,0
4086,15627251,Tsui,520,France,Male,34,4.0,134007,1,1,1,193209,0
4087,15764294,Ifeatu,759,Germany,Male,31,4.0,98899,1,1,1,47832,0
4088,15659962,McIntosh,637,France,Male,60,3.0,0,2,1,1,70174,0
4089,15788536,Armit,755,Germany,Male,40,2.0,137430,2,0,0,176768,0
4090,15596979,Fang,662,France,Female,47,6.0,0,2,1,1,129392,0
4091,15681220,Chou,503,France,Female,37,8.0,0,2,1,1,97893,0
4092,15635097,Okeke,599,Germany,Male,39,2.0,188976,2,0,1,176142,0
4093,15780779,Ramsbotham,583,Spain,Female,40,4.0,0,2,1,0,114093,0
4094,15798470,Scannell,764,Spain,Female,48,1.0,75990,1,1,0,158323,1
4095,15760880,Edman,513,France,Male,29,10.0,0,2,0,1,25514,0
4096,15616929,De Luca,730,Spain,Male,62,5.0,112181,1,0,1,61513,0
4097,15758775,Vasilyeva,820,Spain,Male,34,1.0,97208,1,1,1,59553,0
4098,15663386,Tuan,597,Spain,Female,26,7.0,0,2,1,0,110253,0
4099,15621267,Ejimofor,637,France,Male,32,1.0,0,1,0,0,148769,0
4100,15720509,Hs?,696,France,Male,34,9.0,150856,1,0,1,8236,0
4101,15693322,Shaver,635,Germany,Female,37,9.0,146748,1,0,1,11407,0
4102,15589544,Wallis,673,Spain,Female,57,4.0,0,2,1,1,49684,0
4103,15772030,Coupp,662,Spain,Male,33,3.0,0,2,0,1,68064,0
4104,15693337,Perry,683,Spain,Male,41,0.0,148863,1,1,1,163911,0
4105,15676571,Bezrukova,850,France,Male,55,6.0,0,1,1,0,944,1
4106,15701392,Lucciano,815,Spain,Male,28,6.0,0,2,0,1,185547,0
4107,15741092,Ingram,671,Spain,Male,34,10.0,153360,1,1,0,140509,0
4108,15643865,Lo Duca,601,France,Female,40,3.0,92055,1,0,1,164652,1
4109,15769389,Wan,709,Germany,Female,39,9.0,124723,1,1,0,73641,0
4110,15807768,Cohn,702,Germany,Male,28,1.0,103033,1,1,1,40321,0
4111,15801630,Yen,558,France,Male,40,6.0,0,2,1,0,173844,0
4112,15705034,Peng,691,Spain,Male,40,1.0,0,2,1,1,145613,0
4113,15763107,Little,700,France,Female,30,9.0,0,1,1,1,174971,0
4114,15667085,Meng,667,France,Male,33,1.0,0,2,1,1,131834,0
4115,15647008,Adams,624,Germany,Male,54,1.0,116726,1,1,0,110498,1
4116,15584505,Hill,580,France,Female,23,5.0,113923,2,0,0,196241,0
4117,15748068,Boyle,571,Spain,Female,31,3.0,0,2,1,1,194667,0
4118,15663964,Pagnotto,561,France,Male,37,5.0,0,2,1,0,83093,0
4119,15782311,Feng,529,France,Male,28,1.0,0,2,1,1,52545,0
4120,15588197,Endrizzi,670,France,Male,36,7.0,0,2,0,0,59571,0
4121,15610105,Shen,666,Germany,Female,21,1.0,121827,2,1,1,99818,0
4122,15606133,Lay,628,Spain,Male,42,7.0,0,2,0,1,172967,0
4123,15599403,Wu,577,France,Male,60,10.0,125389,2,1,1,178616,0
4124,15648225,Shephard,652,Spain,Female,38,1.0,103895,1,0,1,159649,0
4125,15608406,Schmidt,678,France,Male,26,5.0,111128,1,1,0,60941,1
4126,15633378,Davidson,692,Spain,Female,49,9.0,0,2,1,0,178342,0
4127,15664759,Lamb,675,Spain,Male,32,10.0,0,2,1,0,191545,0
4128,15625545,Hussey,712,Spain,Male,52,9.0,0,1,1,1,117977,1
4129,15772148,Ferrari,639,Germany,Female,37,5.0,151242,1,0,1,49637,0
4130,15810829,Macfarlan,618,France,Male,48,7.0,0,1,1,0,13921,1
4131,15731669,Szabados,554,France,Male,39,2.0,129709,1,1,0,173197,0
4132,15738634,Yuan,533,France,Male,47,9.0,83347,1,1,1,137696,0
4133,15737571,Matveyev,540,Spain,Female,28,6.0,84121,1,0,1,80698,0
4134,15667602,Cheng,704,Spain,Male,33,3.0,0,2,1,0,73018,0
4135,15684147,Palerma,678,France,Male,43,5.0,102338,1,1,1,79649,0
4136,15789874,Wang,712,France,Female,29,3.0,87375,2,0,0,166194,0
4137,15757952,Teng,651,France,Male,44,2.0,0,3,1,0,102530,1
4138,15698732,K'ung,789,Germany,Male,51,3.0,104677,1,1,0,74265,0
4139,15714355,Sinclair,775,Germany,Male,32,8.0,121669,1,0,1,125898,0
4140,15599090,McKelvey,564,Germany,Male,40,7.0,108407,1,1,1,83681,0
4141,15762048,Yuan,841,Germany,Female,33,7.0,154969,2,1,1,99505,0
4142,15790596,Moran,850,Spain,Male,39,1.0,141829,1,1,1,92748,0
4143,15609623,McConnell,637,France,Female,63,5.0,0,1,1,0,28092,1
4144,15711901,Iheatu,500,France,Male,45,2.0,109162,1,1,1,126145,0
4145,15779809,Giordano,655,France,Male,44,8.0,87471,1,0,1,188593,0
4146,15729018,Alexander,666,France,Female,33,2.0,147229,1,1,1,56410,0
4147,15698246,Gordon,658,France,Female,24,2.0,0,2,1,1,84694,0
4148,15712409,Tang,749,Germany,Male,66,6.0,182532,2,1,1,195429,0
4149,15758306,T'an,654,France,Male,32,6.0,0,2,1,1,137898,0
4150,15621435,Davies,623,France,Female,39,1.0,160903,1,0,0,78774,0
4151,15566295,Sanders,761,France,Female,33,6.0,138053,2,1,0,148779,0
4152,15569098,Winifred,627,France,Male,44,1.0,153548,1,0,0,35300,1
4153,15662532,Holmes,757,Germany,Male,31,8.0,149085,2,1,1,197077,0
4154,15664001,Riddle,695,Germany,Female,53,1.0,95231,1,0,0,70140,1
4155,15703437,Chinedum,726,France,Male,34,3.0,0,2,1,0,196288,0
4156,15708003,Aleksandrova,587,Spain,Male,41,8.0,85109,1,1,0,1557,0
4157,15599452,Conti,605,Germany,Female,43,1.0,125338,2,1,0,23970,0
4158,15719793,Watson,850,Spain,Male,62,5.0,0,2,1,1,180243,0
4159,15771580,Davison,850,France,Female,38,0.0,106831,1,0,1,148977,0
4160,15732268,Cook,751,France,Male,29,3.0,159597,1,1,0,39934,0
4161,15722350,Udinesi,627,Germany,Female,37,7.0,147361,1,1,1,133031,0
4162,15611371,Siciliani,736,France,Male,43,1.0,176134,1,1,1,52856,0
4163,15673584,Bell,652,France,Female,74,5.0,0,2,1,1,937,0
4164,15636396,Jackson,627,France,Female,35,7.0,0,2,0,1,193022,0
4165,15706170,Onyemere,636,France,Male,34,1.0,84055,1,0,0,37490,0
4166,15725478,McClemans,775,France,Male,60,7.0,0,2,1,1,111558,0
4167,15654562,Ma,850,Spain,Female,45,5.0,174088,4,1,0,5669,1
4168,15737509,Morrison,850,Spain,Male,34,8.0,199229,1,0,0,68106,0
4169,15690796,Chambers,516,France,Male,37,8.0,0,1,1,0,101834,0
4170,15716728,Basedow,513,Spain,Female,42,10.0,0,2,0,1,73151,0
4171,15605665,Nwora,673,Germany,Female,69,3.0,78833,2,1,1,37196,0
4172,15748481,Howey,564,France,Female,27,6.0,0,1,0,0,7819,0
4173,15757777,Pai,636,France,Female,35,2.0,0,2,1,1,23129,0
4174,15747808,Ni,712,France,Male,29,3.0,102540,1,1,1,189680,0
4175,15810593,Forbes,568,France,Male,51,4.0,0,3,1,1,66586,0
4176,15693376,Baryshnikov,741,Spain,Male,43,0.0,0,2,1,1,2920,1
4177,15579808,Kramer,754,Germany,Female,39,1.0,129401,1,1,1,87684,0
4178,15598275,Sochima,709,France,Female,32,7.0,0,2,1,1,199418,0
4179,15737080,Marchesi,510,France,Female,32,1.0,0,2,0,1,28515,0
4180,15668580,Todd,716,Spain,Male,33,2.0,0,2,1,1,92916,0
4181,15569438,Mai,607,Germany,Male,36,10.0,106702,2,0,0,198313,0
4182,15675842,Pinto,656,Spain,Male,26,4.0,139584,1,1,0,36308,0
4183,15577587,Reynolds,550,Germany,Male,52,5.0,121016,1,1,1,41730,1
4184,15625592,Sal,486,France,Male,26,2.0,0,2,1,1,31399,0
4185,15635141,Miller,598,Germany,Male,59,8.0,118210,2,0,0,60192,1
4186,15642570,Scott,675,Spain,Male,35,8.0,0,2,1,0,29062,0
4187,15702175,Herrin,755,France,Female,29,1.0,148654,2,1,1,28805,0
4188,15677785,Stevenson,656,Spain,Male,32,5.0,136963,1,1,0,133814,0
4189,15786153,McKenzie,644,Germany,Male,47,9.0,137774,2,1,0,151902,0
4190,15759499,Gardiner,598,France,Female,32,4.0,111156,1,1,1,167376,0
4191,15659568,Atkinson,850,Spain,Female,31,3.0,121237,1,1,1,31022,0
